TranscriptID	Entrez
ENSGALT00000026208	770258
ENSGALT00000010179	404750
ENSGALT00000007975	.
ENSGALT00000010381	.
ENSGALT00000010150	429271
ENSGALT00000043920	100857950
ENSGALT00000010118	424851
ENSGALT00000035555	.
ENSGALT00000010423	416942
ENSGALT00000045086	100859216
ENSGALT00000035687	.
ENSGALT00000022645	.
ENSGALT00000001821	417318
ENSGALT00000001838	.
ENSGALT00000044391	424014
ENSGALT00000043928	426163
ENSGALT00000044074	777191
ENSGALT00000044619	100858773
ENSGALT00000018384	428438
ENSGALT00000036033	101748550
ENSGALT00000036033	101748550
ENSGALT00000036033	101750651
ENSGALT00000036033	101750651
ENSGALT00000043131	.
ENSGALT00000044330	431457
ENSGALT00000043368	417459
ENSGALT00000043368	417459
ENSGALT00000043368	100857916
ENSGALT00000043368	100857916
ENSGALT00000046231	395452
ENSGALT00000010106	424850
ENSGALT00000020747	.
ENSGALT00000001000	417457
ENSGALT00000040502	374065
ENSGALT00000045763	374065
ENSGALT00000044526	374065
ENSGALT00000042935	374065
ENSGALT00000040499	374065
ENSGALT00000007982	374065
ENSGALT00000044048	374065
ENSGALT00000044536	100857890
ENSGALT00000043123	101751077
ENSGALT00000008205	769339
ENSGALT00000043339	.
ENSGALT00000044142	776992
ENSGALT00000000470	101750116
ENSGALT00000010504	416943
ENSGALT00000010045	424849
ENSGALT00000005168	419649
ENSGALT00000045164	.
ENSGALT00000010598	416945
ENSGALT00000046090	777443
ENSGALT00000005175	374071
ENSGALT00000005202	419650
ENSGALT00000040745	419650
ENSGALT00000035031	770764
ENSGALT00000005221	373961
ENSGALT00000010637	769750
ENSGALT00000010647	416947
ENSGALT00000010666	416948
ENSGALT00000010703	416949
ENSGALT00000000635	396460
ENSGALT00000040497	.
ENSGALT00000005230	770783
ENSGALT00000005249	419652
ENSGALT00000007999	770136
ENSGALT00000005281	419653
ENSGALT00000033891	427705
ENSGALT00000033880	416950
ENSGALT00000008009	.
ENSGALT00000005125	.
ENSGALT00000005127	419647
ENSGALT00000010819	416952
ENSGALT00000005132	419648
ENSGALT00000008011	395498
ENSGALT00000005346	419656
ENSGALT00000008013	428946
ENSGALT00000008018	.
ENSGALT00000005356	771376
ENSGALT00000005386	419658
ENSGALT00000008034	423732
ENSGALT00000008036	423733
ENSGALT00000008074	423734
ENSGALT00000008109	423735
ENSGALT00000005390	419659
ENSGALT00000005407	419661
ENSGALT00000033625	770344
ENSGALT00000008126	423736
ENSGALT00000009737	770366
ENSGALT00000005560	419663
ENSGALT00000008145	.
ENSGALT00000044471	396424
ENSGALT00000008157	396424
ENSGALT00000023586	396007
ENSGALT00000009725	.
ENSGALT00000043110	100858283
ENSGALT00000035799	.
ENSGALT00000044544	.
ENSGALT00000044136	.
ENSGALT00000021437	430371
ENSGALT00000008159	423737
ENSGALT00000033583	423737
ENSGALT00000043984	.
ENSGALT00000045534	.
ENSGALT00000045953	430370
ENSGALT00000007816	.
ENSGALT00000004807	769661
ENSGALT00000010853	416953
ENSGALT00000046236	100858216
ENSGALT00000000194	425256
ENSGALT00000043538	.
ENSGALT00000009680	424845
ENSGALT00000009365	424844
ENSGALT00000009355	395984
ENSGALT00000044256	100858316
ENSGALT00000010872	100859127
ENSGALT00000010872	100859127
ENSGALT00000010872	100859127
ENSGALT00000010872	101749820
ENSGALT00000010872	101749820
ENSGALT00000010872	101749820
ENSGALT00000010872	101752046
ENSGALT00000010872	101752046
ENSGALT00000010872	101752046
ENSGALT00000045357	777552
ENSGALT00000044385	100858003
ENSGALT00000008188	423738
ENSGALT00000009328	424843
ENSGALT00000008243	423739
ENSGALT00000043419	.
ENSGALT00000005575	395658
ENSGALT00000008280	423740
ENSGALT00000044998	.
ENSGALT00000044934	.
ENSGALT00000005583	419664
ENSGALT00000045514	101750873
ENSGALT00000010857	416954
ENSGALT00000038421	416954
ENSGALT00000038424	416954
ENSGALT00000035005	.
ENSGALT00000005601	.
ENSGALT00000005643	419666
ENSGALT00000045389	423741
ENSGALT00000010871	770226
ENSGALT00000008299	395071
ENSGALT00000008325	423742
ENSGALT00000010884	395496
ENSGALT00000009299	424842
ENSGALT00000005650	419667
ENSGALT00000005657	419668
ENSGALT00000005662	419669
ENSGALT00000005690	428227
ENSGALT00000010902	416955
ENSGALT00000010946	416956
ENSGALT00000040354	.
ENSGALT00000046212	100857759
ENSGALT00000005718	428228
ENSGALT00000005739	771510
ENSGALT00000005857	101750034
ENSGALT00000008397	423744
ENSGALT00000008407	423746
ENSGALT00000009279	378801
ENSGALT00000008425	378890
ENSGALT00000040333	378890
ENSGALT00000009271	395445
ENSGALT00000009265	395749
ENSGALT00000008499	423747
ENSGALT00000040607	771058
ENSGALT00000008544	423748
ENSGALT00000009180	424839
ENSGALT00000008603	.
ENSGALT00000009101	.
ENSGALT00000033694	770553
ENSGALT00000009089	424837
ENSGALT00000021831	426061
ENSGALT00000008709	428948
ENSGALT00000044885	416957
ENSGALT00000011065	416959
ENSGALT00000009072	424836
ENSGALT00000009035	424835
ENSGALT00000008749	423750
ENSGALT00000033528	423752
ENSGALT00000043927	770635
ENSGALT00000033525	395692
ENSGALT00000008913	404536
ENSGALT00000008787	100858007
ENSGALT00000008903	396169
ENSGALT00000008786	.
ENSGALT00000033720	.
ENSGALT00000033721	100857983
ENSGALT00000006028	419674
ENSGALT00000008855	.
ENSGALT00000008893	770641
ENSGALT00000008892	101748451
ENSGALT00000008885	424831
ENSGALT00000043897	424830
ENSGALT00000043343	.
ENSGALT00000008858	374116
ENSGALT00000011126	416960
ENSGALT00000008844	424827
ENSGALT00000033809	.
ENSGALT00000040970	.
ENSGALT00000044047	424826
ENSGALT00000008754	424826
ENSGALT00000008618	424824
ENSGALT00000034973	771101
ENSGALT00000011172	416961
ENSGALT00000006051	419675
ENSGALT00000008877	395460
ENSGALT00000023519	427737
ENSGALT00000006069	419676
ENSGALT00000006094	419677
ENSGALT00000008592	424823
ENSGALT00000038379	416962
ENSGALT00000011231	416963
ENSGALT00000008896	374268
ENSGALT00000006120	419678
ENSGALT00000011250	416964
ENSGALT00000008940	423755
ENSGALT00000002915	414140
ENSGALT00000008982	428949
ENSGALT00000044802	770955
ENSGALT00000009008	423756
ENSGALT00000009044	423758
ENSGALT00000034240	.
ENSGALT00000002932	424336
ENSGALT00000011263	396010
ENSGALT00000002946	373939
ENSGALT00000044918	373939
ENSGALT00000040201	.
ENSGALT00000009062	423759
ENSGALT00000011276	416965
ENSGALT00000040572	428231
ENSGALT00000006168	419679
ENSGALT00000043026	386574
ENSGALT00000009068	386574
ENSGALT00000011283	416966
ENSGALT00000003020	.
ENSGALT00000040359	.
ENSGALT00000009109	423760
ENSGALT00000003000	424337
ENSGALT00000009122	.
ENSGALT00000038358	416967
ENSGALT00000009116	428951
ENSGALT00000043550	100859444
ENSGALT00000011307	416968
ENSGALT00000009124	.
ENSGALT00000008547	424822
ENSGALT00000043616	424821
ENSGALT00000046024	424820
ENSGALT00000008513	424819
ENSGALT00000008477	424818
ENSGALT00000045142	.
ENSGALT00000033803	.
ENSGALT00000008472	424817
ENSGALT00000039695	416652
ENSGALT00000039695	416652
ENSGALT00000039695	100858011
ENSGALT00000039695	100858011
ENSGALT00000046217	378795
ENSGALT00000039703	416651
ENSGALT00000039703	416651
ENSGALT00000039703	100858044
ENSGALT00000039703	100858044
ENSGALT00000008462	.
ENSGALT00000045740	424815
ENSGALT00000008440	395559
ENSGALT00000006228	419680
ENSGALT00000003019	768922
ENSGALT00000011455	416969
ENSGALT00000042713	.
ENSGALT00000003030	429055
ENSGALT00000009308	414841
ENSGALT00000045275	416970
ENSGALT00000040072	.
ENSGALT00000008428	.
ENSGALT00000033471	.
ENSGALT00000003064	768611
ENSGALT00000003088	424339
ENSGALT00000009141	428952
ENSGALT00000008427	424813
ENSGALT00000033463	423763
ENSGALT00000003116	424341
ENSGALT00000040134	423764
ENSGALT00000003258	424342
ENSGALT00000011502	.
ENSGALT00000008412	424812
ENSGALT00000040132	428953
ENSGALT00000006269	419681
ENSGALT00000011529	770178
ENSGALT00000040531	419682
ENSGALT00000040531	419682
ENSGALT00000040531	419683
ENSGALT00000040531	419683
ENSGALT00000006305	419682
ENSGALT00000006305	419682
ENSGALT00000006305	419683
ENSGALT00000006305	419683
ENSGALT00000034951	419682
ENSGALT00000034951	419682
ENSGALT00000034951	419683
ENSGALT00000034951	419683
ENSGALT00000040843	424811
ENSGALT00000008360	424810
ENSGALT00000009221	395706
ENSGALT00000009261	428954
ENSGALT00000006348	419684
ENSGALT00000011539	416973
ENSGALT00000003286	424343
ENSGALT00000011568	416974
ENSGALT00000003326	424344
ENSGALT00000006375	419685
ENSGALT00000006441	419686
ENSGALT00000009304	423767
ENSGALT00000040091	423768
ENSGALT00000008302	424807
ENSGALT00000003364	424345
ENSGALT00000040063	414746
ENSGALT00000003389	424346
ENSGALT00000008282	424806
ENSGALT00000003408	424347
ENSGALT00000009416	423769
ENSGALT00000028061	101749232
ENSGALT00000003418	395961
ENSGALT00000011576	770215
ENSGALT00000011588	427708
ENSGALT00000008246	424805
ENSGALT00000034945	396316
ENSGALT00000006455	396316
ENSGALT00000003428	386580
ENSGALT00000011635	416975
ENSGALT00000011589	100859081
ENSGALT00000040805	771342
ENSGALT00000008191	424804
ENSGALT00000011648	416976
ENSGALT00000008137	429128
ENSGALT00000006539	419687
ENSGALT00000011652	416977
ENSGALT00000011661	416978
ENSGALT00000003456	424349
ENSGALT00000043733	.
ENSGALT00000040260	424350
ENSGALT00000003472	424350
ENSGALT00000008924	.
ENSGALT00000043286	100859862
ENSGALT00000003480	396397
ENSGALT00000044912	.
ENSGALT00000003481	.
ENSGALT00000003516	424351
ENSGALT00000042758	.
ENSGALT00000006564	419688
ENSGALT00000042811	100858801
ENSGALT00000006576	419689
ENSGALT00000045825	.
ENSGALT00000006584	395345
ENSGALT00000040748	424803
ENSGALT00000008057	424803
ENSGALT00000006605	419690
ENSGALT00000003596	424352
ENSGALT00000006712	419692
ENSGALT00000040455	.
ENSGALT00000011707	416980
ENSGALT00000006759	419695
ENSGALT00000006787	419697
ENSGALT00000011708	770292
ENSGALT00000006807	419698
ENSGALT00000011720	416981
ENSGALT00000009430	.
ENSGALT00000003625	424353
ENSGALT00000011727	395832
ENSGALT00000007965	424802
ENSGALT00000007951	101749888
ENSGALT00000007949	424800
ENSGALT00000009482	423771
ENSGALT00000007918	.
ENSGALT00000022900	423772
ENSGALT00000011731	395835
ENSGALT00000003688	.
ENSGALT00000033414	101750594
ENSGALT00000009577	423774
ENSGALT00000009598	423775
ENSGALT00000040006	428956
ENSGALT00000009614	395553
ENSGALT00000009620	396412
ENSGALT00000009625	423776
ENSGALT00000039998	.
ENSGALT00000045502	.
ENSGALT00000009834	.
ENSGALT00000003734	.
ENSGALT00000009862	423778
ENSGALT00000009904	423779
ENSGALT00000009953	423781
ENSGALT00000003831	429057
ENSGALT00000003864	429058
ENSGALT00000003897	424356
ENSGALT00000003947	424358
ENSGALT00000003977	424359
ENSGALT00000004006	378912
ENSGALT00000045727	429059
ENSGALT00000034033	424360
ENSGALT00000040159	101751608
ENSGALT00000011789	416982
ENSGALT00000004005	424361
ENSGALT00000004050	378901
ENSGALT00000045569	769998
ENSGALT00000004067	424363
ENSGALT00000004163	424364
ENSGALT00000040110	424365
ENSGALT00000004201	424366
ENSGALT00000004223	424367
ENSGALT00000004299	424368
ENSGALT00000009968	423782
ENSGALT00000045209	.
ENSGALT00000046207	771373
ENSGALT00000010090	428957
ENSGALT00000010107	423785
ENSGALT00000044935	395180
ENSGALT00000044019	100859699
ENSGALT00000010186	428958
ENSGALT00000004312	424369
ENSGALT00000045852	771419
ENSGALT00000010189	423786
ENSGALT00000004341	424371
ENSGALT00000045846	424373
ENSGALT00000004375	101747696
ENSGALT00000010235	100859108
ENSGALT00000010253	396084
ENSGALT00000010253	396084
ENSGALT00000010253	423787
ENSGALT00000010253	423787
ENSGALT00000039919	395274
ENSGALT00000010304	423789
ENSGALT00000004374	424374
ENSGALT00000004921	424797
ENSGALT00000004870	424796
ENSGALT00000011828	416983
ENSGALT00000004434	429060
ENSGALT00000011840	770422
ENSGALT00000045963	100859428
ENSGALT00000043596	426098
ENSGALT00000004842	424795
ENSGALT00000043212	100857640
ENSGALT00000011895	416984
ENSGALT00000004824	.
ENSGALT00000004781	424792
ENSGALT00000004782	100858713
ENSGALT00000004747	395082
ENSGALT00000004736	424790
ENSGALT00000010311	423790
ENSGALT00000010362	423791
ENSGALT00000010382	423792
ENSGALT00000046131	424789
ENSGALT00000004709	424789
ENSGALT00000004687	424787
ENSGALT00000004678	424786
ENSGALT00000004623	.
ENSGALT00000004563	424375
ENSGALT00000010448	.
ENSGALT00000044957	.
ENSGALT00000010484	423795
ENSGALT00000011925	416986
ENSGALT00000010491	378926
ENSGALT00000033697	101748111
ENSGALT00000011928	.
ENSGALT00000010507	423796
ENSGALT00000010510	.
ENSGALT00000002758	427031
ENSGALT00000023563	374253
ENSGALT00000011938	416988
ENSGALT00000011947	416989
ENSGALT00000042796	100859236
ENSGALT00000045229	424377
ENSGALT00000010562	768541
ENSGALT00000042746	.
ENSGALT00000043111	.
ENSGALT00000039988	374031
ENSGALT00000011961	427713
ENSGALT00000004627	424379
ENSGALT00000010542	423799
ENSGALT00000043599	425224
ENSGALT00000044000	423800
ENSGALT00000043442	423802
ENSGALT00000004681	424380
ENSGALT00000010687	423803
ENSGALT00000010702	395834
ENSGALT00000011968	395499
ENSGALT00000010708	396166
ENSGALT00000045426	428963
ENSGALT00000004729	424381
ENSGALT00000010724	423804
ENSGALT00000039756	423805
ENSGALT00000011975	416990
ENSGALT00000038257	.
ENSGALT00000043476	.
ENSGALT00000004572	424784
ENSGALT00000012108	416992
ENSGALT00000004494	424782
ENSGALT00000019223	.
ENSGALT00000033985	424781
ENSGALT00000004430	429125
ENSGALT00000004364	396549
ENSGALT00000045629	424780
ENSGALT00000038243	416993
ENSGALT00000012120	.
ENSGALT00000038234	100858829
ENSGALT00000004307	424779
ENSGALT00000002567	427017
ENSGALT00000004266	424778
ENSGALT00000002644	.
ENSGALT00000004777	100857724
ENSGALT00000038226	100858894
ENSGALT00000045782	101410532
ENSGALT00000010885	408183
ENSGALT00000038225	416996
ENSGALT00000010892	.
ENSGALT00000004793	.
ENSGALT00000004803	769830
ENSGALT00000004826	429062
ENSGALT00000010939	423807
ENSGALT00000004839	769871
ENSGALT00000043711	396182
ENSGALT00000004845	424384
ENSGALT00000010981	423809
ENSGALT00000004863	429064
ENSGALT00000000626	424385
ENSGALT00000012209	101749217
ENSGALT00000011117	423814
ENSGALT00000011152	423815
ENSGALT00000011201	423816
ENSGALT00000011235	423817
ENSGALT00000033294	.
ENSGALT00000011264	.
ENSGALT00000011268	423821
ENSGALT00000039690	428964
ENSGALT00000004194	.
ENSGALT00000011296	395733
ENSGALT00000039674	395733
ENSGALT00000044167	.
ENSGALT00000005010	424389
ENSGALT00000005080	100857481
ENSGALT00000033285	396351
ENSGALT00000011320	423822
ENSGALT00000042947	101750658
ENSGALT00000011341	423824
ENSGALT00000012422	416997
ENSGALT00000005139	424390
ENSGALT00000011413	423825
ENSGALT00000045588	100859263
ENSGALT00000011429	428967
ENSGALT00000011467	423826
ENSGALT00000005165	770513
ENSGALT00000011482	769143
ENSGALT00000004173	396291
ENSGALT00000033904	.
ENSGALT00000005208	.
ENSGALT00000004155	424776
ENSGALT00000005255	770587
ENSGALT00000033855	395267
ENSGALT00000005254	395267
ENSGALT00000004131	429124
ENSGALT00000005264	373941
ENSGALT00000034106	.
ENSGALT00000004113	424773
ENSGALT00000005270	770613
ENSGALT00000040527	424772
ENSGALT00000005276	429066
ENSGALT00000011823	423827
ENSGALT00000003699	424771
ENSGALT00000010972	424882
ENSGALT00000011640	424395
ENSGALT00000005297	424396
ENSGALT00000005324	424399
ENSGALT00000045024	.
ENSGALT00000013189	395796
ENSGALT00000011965	423828
ENSGALT00000013175	421213
ENSGALT00000013165	421212
ENSGALT00000012010	423829
ENSGALT00000013157	421210
ENSGALT00000012071	423830
ENSGALT00000033256	769770
ENSGALT00000039577	430337
ENSGALT00000012088	423832
ENSGALT00000012474	416998
ENSGALT00000033253	.
ENSGALT00000012100	396261
ENSGALT00000005376	424402
ENSGALT00000012517	416999
ENSGALT00000045968	.
ENSGALT00000012106	423833
ENSGALT00000012137	423834
ENSGALT00000005387	396231
ENSGALT00000005411	777133
ENSGALT00000039557	429879
ENSGALT00000021887	395505
ENSGALT00000005426	395505
ENSGALT00000005425	395505
ENSGALT00000033799	.
ENSGALT00000039783	395135
ENSGALT00000011349	425345
ENSGALT00000013093	421209
ENSGALT00000005451	770767
ENSGALT00000005458	424404
ENSGALT00000012892	421206
ENSGALT00000012835	428543
ENSGALT00000040339	.
ENSGALT00000011008	424883
ENSGALT00000011010	424884
ENSGALT00000012809	100857144
ENSGALT00000011013	424885
ENSGALT00000012797	421202
ENSGALT00000040476	374103
ENSGALT00000011059	424888
ENSGALT00000012765	421199
ENSGALT00000012753	.
ENSGALT00000012751	100857196
ENSGALT00000005530	424405
ENSGALT00000004284	427100
ENSGALT00000045284	427063
ENSGALT00000021368	769927
ENSGALT00000003450	427062
ENSGALT00000044969	395907
ENSGALT00000033644	772263
ENSGALT00000012531	770734
ENSGALT00000040305	396500
ENSGALT00000039545	423835
ENSGALT00000028063	425346
ENSGALT00000012536	417001
ENSGALT00000012717	421198
ENSGALT00000012578	417002
ENSGALT00000012588	417003
ENSGALT00000012591	417005
ENSGALT00000015522	429737
ENSGALT00000005552	424406
ENSGALT00000012708	421197
ENSGALT00000044797	423837
ENSGALT00000012701	421196
ENSGALT00000005555	425091
ENSGALT00000012149	423838
ENSGALT00000040293	.
ENSGALT00000044590	426563
ENSGALT00000012619	770808
ENSGALT00000005721	424408
ENSGALT00000043515	423839
ENSGALT00000012181	423839
ENSGALT00000007141	421194
ENSGALT00000009924	425291
ENSGALT00000009932	425290
ENSGALT00000007092	421193
ENSGALT00000009897	770036
ENSGALT00000012192	423841
ENSGALT00000012622	417006
ENSGALT00000012726	101751363
ENSGALT00000042774	426557
ENSGALT00000045424	424409
ENSGALT00000029298	424410
ENSGALT00000005817	.
ENSGALT00000005829	396489
ENSGALT00000044288	431558
ENSGALT00000038167	417009
ENSGALT00000042803	.
ENSGALT00000045417	.
ENSGALT00000012834	.
ENSGALT00000012245	423842
ENSGALT00000033758	.
ENSGALT00000039677	424412
ENSGALT00000044795	.
ENSGALT00000006170	424413
ENSGALT00000012894	427717
ENSGALT00000012918	417011
ENSGALT00000011075	424889
ENSGALT00000006181	424414
ENSGALT00000042978	.
ENSGALT00000006190	424415
ENSGALT00000043104	430731
ENSGALT00000045128	101750586
ENSGALT00000044130	429144
ENSGALT00000033424	396127
ENSGALT00000012933	770898
ENSGALT00000011195	424890
ENSGALT00000011255	424891
ENSGALT00000013025	427718
ENSGALT00000011301	424892
ENSGALT00000013040	417012
ENSGALT00000042691	417012
ENSGALT00000006981	421192
ENSGALT00000011326	424893
ENSGALT00000006255	424416
ENSGALT00000011339	424894
ENSGALT00000012277	423843
ENSGALT00000033237	423844
ENSGALT00000039466	428969
ENSGALT00000013047	417013
ENSGALT00000012296	423845
ENSGALT00000011404	424895
ENSGALT00000011403	424895
ENSGALT00000035845	776024
ENSGALT00000006266	373914
ENSGALT00000040344	424897
ENSGALT00000006306	424417
ENSGALT00000033235	423846
ENSGALT00000044314	424418
ENSGALT00000013063	417015
ENSGALT00000006396	424419
ENSGALT00000006421	.
ENSGALT00000013083	417016
ENSGALT00000012355	.
ENSGALT00000012011	423848
ENSGALT00000012362	395952
ENSGALT00000039399	423849
ENSGALT00000033719	771080
ENSGALT00000006581	424421
ENSGALT00000013095	770937
ENSGALT00000006621	424422
ENSGALT00000013103	417017
ENSGALT00000006634	100858527
ENSGALT00000006979	.
ENSGALT00000040235	378790
ENSGALT00000013195	378790
ENSGALT00000006691	424424
ENSGALT00000013206	421215
ENSGALT00000021804	770960
ENSGALT00000011460	424898
ENSGALT00000033579	395158
ENSGALT00000038042	417019
ENSGALT00000039605	.
ENSGALT00000013122	417020
ENSGALT00000006699	395410
ENSGALT00000006703	424426
ENSGALT00000044117	100858039
ENSGALT00000013205	417021
ENSGALT00000044723	.
ENSGALT00000038026	417022
ENSGALT00000044651	.
ENSGALT00000012130	.
ENSGALT00000045221	.
ENSGALT00000042952	.
ENSGALT00000044055	429550
ENSGALT00000006730	424427
ENSGALT00000045572	100857337
ENSGALT00000045409	100858774
ENSGALT00000033698	.
ENSGALT00000046200	396370
ENSGALT00000018763	396370
ENSGALT00000044453	.
ENSGALT00000044712	101748756
ENSGALT00000044340	426287
ENSGALT00000044340	426287
ENSGALT00000044340	426287
ENSGALT00000044340	100858339
ENSGALT00000044340	100858339
ENSGALT00000044340	100858339
ENSGALT00000044340	100859013
ENSGALT00000044340	100859013
ENSGALT00000044340	100859013
ENSGALT00000006794	424429
ENSGALT00000043876	.
ENSGALT00000021794	.
ENSGALT00000045391	100857709
ENSGALT00000045391	100857709
ENSGALT00000045391	100857800
ENSGALT00000045391	100857800
ENSGALT00000043560	.
ENSGALT00000045993	374194
ENSGALT00000045993	374194
ENSGALT00000045993	100859289
ENSGALT00000045993	100859289
ENSGALT00000042891	770657
ENSGALT00000012402	423850
ENSGALT00000023516	426615
ENSGALT00000006824	770850
ENSGALT00000042830	421216
ENSGALT00000013255	421216
ENSGALT00000013239	.
ENSGALT00000006891	429069
ENSGALT00000006927	424430
ENSGALT00000007046	424431
ENSGALT00000013240	417023
ENSGALT00000043266	.
ENSGALT00000045643	.
ENSGALT00000045290	421217
ENSGALT00000043729	421218
ENSGALT00000013265	421218
ENSGALT00000044751	100859719
ENSGALT00000043786	424899
ENSGALT00000044381	769039
ENSGALT00000045427	424900
ENSGALT00000011583	424900
ENSGALT00000013274	.
ENSGALT00000007079	424433
ENSGALT00000012427	374098
ENSGALT00000013275	421219
ENSGALT00000013275	421219
ENSGALT00000013275	428544
ENSGALT00000013275	428544
ENSGALT00000013285	.
ENSGALT00000012473	423851
ENSGALT00000011624	424901
ENSGALT00000012485	770430
ENSGALT00000029440	101749441
ENSGALT00000021298	430336
ENSGALT00000021800	426039
ENSGALT00000033214	396313
ENSGALT00000021790	426038
ENSGALT00000012505	770459
ENSGALT00000013296	101748919
ENSGALT00000013295	427721
ENSGALT00000021779	426037
ENSGALT00000021776	768438
ENSGALT00000011622	424902
ENSGALT00000045455	100858083
ENSGALT00000007121	429070
ENSGALT00000011646	424903
ENSGALT00000011664	.
ENSGALT00000039416	395377
ENSGALT00000021774	.
ENSGALT00000007146	429071
ENSGALT00000012572	.
ENSGALT00000012535	423852
ENSGALT00000013291	428545
ENSGALT00000043204	428545
ENSGALT00000013322	421221
ENSGALT00000040136	421222
ENSGALT00000013347	421223
ENSGALT00000040123	421224
ENSGALT00000045631	.
ENSGALT00000011685	424905
ENSGALT00000011686	395704
ENSGALT00000040275	.
ENSGALT00000007170	429072
ENSGALT00000033368	424906
ENSGALT00000007207	396213
ENSGALT00000043662	396213
ENSGALT00000044975	431107
ENSGALT00000044823	.
ENSGALT00000011689	404534
ENSGALT00000012658	428971
ENSGALT00000029619	100857809
ENSGALT00000044530	101748148
ENSGALT00000044278	424907
ENSGALT00000011695	424907
ENSGALT00000044014	424434
ENSGALT00000043017	424435
ENSGALT00000007224	424435
ENSGALT00000043503	395809
ENSGALT00000043618	100857704
ENSGALT00000011741	424908
ENSGALT00000043669	100858754
ENSGALT00000045582	424909
ENSGALT00000043719	.
ENSGALT00000044510	429147
ENSGALT00000045642	100858122
ENSGALT00000013400	421226
ENSGALT00000013435	421228
ENSGALT00000043744	.
ENSGALT00000044033	.
ENSGALT00000044685	424910
ENSGALT00000013438	395836
ENSGALT00000011822	414143
ENSGALT00000043049	424436
ENSGALT00000007248	424437
ENSGALT00000029406	.
ENSGALT00000022716	426617
ENSGALT00000039397	.
ENSGALT00000007843	101749314
ENSGALT00000007821	.
ENSGALT00000013458	421230
ENSGALT00000011850	374269
ENSGALT00000033346	374269
ENSGALT00000033197	423854
ENSGALT00000007852	420366
ENSGALT00000011871	429148
ENSGALT00000013531	421231
ENSGALT00000011898	424912
ENSGALT00000007287	424438
ENSGALT00000007287	424438
ENSGALT00000007287	101751959
ENSGALT00000007287	101751959
ENSGALT00000033607	424438
ENSGALT00000033607	424438
ENSGALT00000033607	101751959
ENSGALT00000033607	101751959
ENSGALT00000011903	396279
ENSGALT00000007871	.
ENSGALT00000013355	427722
ENSGALT00000012000	407088
ENSGALT00000012704	.
ENSGALT00000012707	395868
ENSGALT00000012719	423856
ENSGALT00000039302	428972
ENSGALT00000039301	428974
ENSGALT00000033328	101751236
ENSGALT00000040203	424913
ENSGALT00000007298	424439
ENSGALT00000007304	424440
ENSGALT00000007316	429073
ENSGALT00000013592	.
ENSGALT00000007329	424441
ENSGALT00000045213	100858058
ENSGALT00000043620	424914
ENSGALT00000039298	428973
ENSGALT00000013363	771113
ENSGALT00000044311	.
ENSGALT00000046194	395413
ENSGALT00000028328	425626
ENSGALT00000007346	429074
ENSGALT00000013364	417024
ENSGALT00000029543	.
ENSGALT00000044069	.
ENSGALT00000013375	427723
ENSGALT00000037403	.
ENSGALT00000043958	.
ENSGALT00000043184	100858060
ENSGALT00000013619	.
ENSGALT00000029590	.
ENSGALT00000043793	100859138
ENSGALT00000039414	424442
ENSGALT00000039413	.
ENSGALT00000012083	424915
ENSGALT00000007372	408043
ENSGALT00000012087	424916
ENSGALT00000013637	421236
ENSGALT00000007394	771393
ENSGALT00000039494	771616
ENSGALT00000039494	771616
ENSGALT00000039494	100859228
ENSGALT00000039494	100859228
ENSGALT00000013379	417026
ENSGALT00000008000	.
ENSGALT00000013406	417027
ENSGALT00000013424	.
ENSGALT00000045472	.
ENSGALT00000013430	374202
ENSGALT00000013434	373988
ENSGALT00000044039	100857580
ENSGALT00000001591	426942
ENSGALT00000013489	417029
ENSGALT00000040014	421237
ENSGALT00000042793	429912
ENSGALT00000013698	421240
ENSGALT00000044916	.
ENSGALT00000045035	430666
ENSGALT00000045270	100857831
ENSGALT00000013709	421242
ENSGALT00000013732	421243
ENSGALT00000013756	421244
ENSGALT00000007437	.
ENSGALT00000013781	421246
ENSGALT00000039933	421248
ENSGALT00000007487	424445
ENSGALT00000033325	100857766
ENSGALT00000014496	420368
ENSGALT00000013021	423858
ENSGALT00000013021	423858
ENSGALT00000013021	101751027
ENSGALT00000013021	101751027
ENSGALT00000039366	429682
ENSGALT00000007696	768735
ENSGALT00000013517	771259
ENSGALT00000013045	423861
ENSGALT00000045404	.
ENSGALT00000042988	417030
ENSGALT00000013537	417030
ENSGALT00000007818	.
ENSGALT00000012101	396191
ENSGALT00000013124	423862
ENSGALT00000013542	417031
ENSGALT00000013542	417031
ENSGALT00000013542	101750220
ENSGALT00000013542	101750220
ENSGALT00000007819	420370
ENSGALT00000013893	421249
ENSGALT00000039361	420372
ENSGALT00000013142	374118
ENSGALT00000043198	426355
ENSGALT00000044711	101747780
ENSGALT00000043485	431014
ENSGALT00000039358	.
ENSGALT00000012131	.
ENSGALT00000042642	.
ENSGALT00000013146	423864
ENSGALT00000013570	417032
ENSGALT00000012188	424919
ENSGALT00000013608	417033
ENSGALT00000013061	423865
ENSGALT00000043457	.
ENSGALT00000007893	420375
ENSGALT00000043981	420375
ENSGALT00000039377	429075
ENSGALT00000007530	424446
ENSGALT00000035381	396097
ENSGALT00000007904	101752174
ENSGALT00000013171	423866
ENSGALT00000008045	420376
ENSGALT00000039353	424447
ENSGALT00000013899	421250
ENSGALT00000013911	421251
ENSGALT00000042750	100858699
ENSGALT00000012220	.
ENSGALT00000013919	421253
ENSGALT00000013953	421254
ENSGALT00000000192	100858565
